timestamp,load_actual_entsoe_transparency,load_forecast_entsoe_transparency,solar_capacity,solar_generation_actual,wind_onshore_capacity,wind_onshore_generation_actual
2018-12-04T04:00:00Z,6931.52,7098.86,620.0,0.1,64.0,1.15
2018-12-04T05:00:00Z,6832.22,7571.89,620.0,0.1,64.0,1.09
2018-12-04T06:00:00Z,6892.77,8547.07,620.0,0.1,64.0,1.37
2018-12-04T07:00:00Z,7548.49,9091.75,620.0,2.17,64.0,0.54
2018-12-04T08:00:00Z,7892.27,8772.78,620.0,10.29,64.0,0.79
2018-12-04T09:00:00Z,7912.94,9029.72,620.0,24.97,64.0,1.3
2018-12-04T10:00:00Z,7982.45,8674.93,620.0,35.2,64.0,3.45
2018-12-04T11:00:00Z,8079.04,8768.69,620.0,35.59,64.0,3.91
2018-12-04T12:00:00Z,7720.62,8422.7,620.0,35.26,64.0,3.58
2018-12-04T13:00:00Z,7681.47,8514.71,620.0,24.53,64.0,3.35
2018-12-04T14:00:00Z,7641.42,8740.82,620.0,11.82,64.0,2.27
2018-12-04T15:00:00Z,7598.82,8669.24,620.0,1.0,64.0,1.72
2018-12-04T16:00:00Z,7709.65,8958.63,620.0,0.12,64.0,1.87
2018-12-04T17:00:00Z,7864.59,9231.26,620.0,0.11,64.0,0.82
2018-12-04T18:00:00Z,7872.59,8732.57,620.0,0.13,64.0,0.36
2018-12-04T19:00:00Z,7564.88,8399.04,620.0,0.18,64.0,0.09
2018-12-04T20:00:00Z,7170.58,7695.66,620.0,0.12,64.0,0.01
2018-12-04T21:00:00Z,7370.37,7634.61,620.0,0.11,64.0,0.01
2018-12-04T22:00:00Z,7204.86,7313.64,620.0,0.11,64.0,0.0
2018-12-04T23:00:00Z,6953.82,7517.64,620.0,0.16,64.0,0.0
2018-12-05T00:00:00Z,7007.13,7026.21,620.0,0.14,64.0,0.04
2018-12-05T01:00:00Z,6980.01,6965.53,620.0,0.13,64.0,0.03
2018-12-05T02:00:00Z,7105.85,6963.27,620.0,0.13,64.0,0.11
2018-12-05T03:00:00Z,7116.2,7028.7,620.0,0.13,64.0,0.09
2018-12-05T04:00:00Z,7073.07,7267.99,620.0,0.12,64.0,0.15
2018-12-05T05:00:00Z,6758.99,7698.14,620.0,0.12,64.0,0.08
2018-12-05T06:00:00Z,7058.59,9033.66,620.0,0.12,64.0,0.14
2018-12-05T07:00:00Z,7726.6,9036.36,620.0,2.77,64.0,0.25
2018-12-05T08:00:00Z,8059.34,9176.55,620.0,12.84,64.0,0.22
2018-12-05T09:00:00Z,8144.27,9131.01,620.0,28.44,64.0,0.46
2018-12-05T10:00:00Z,8172.61,8678.35,620.0,43.74,64.0,1.34
2018-12-05T11:00:00Z,8201.12,8879.84,620.0,44.25,64.0,0.68
2018-12-05T12:00:00Z,7868.46,8926.24,620.0,34.39,64.0,0.48
2018-12-05T13:00:00Z,7845.91,8836.75,620.0,21.71,64.0,0.27
2018-12-05T14:00:00Z,7769.14,8862.8,620.0,10.49,64.0,0.19
2018-12-05T15:00:00Z,7763.28,8352.79,620.0,1.11,64.0,0.34
2018-12-05T16:00:00Z,7912.47,8731.3,620.0,0.21,64.0,0.26
2018-12-05T17:00:00Z,8060.07,8715.12,620.0,0.18,64.0,0.68
2018-12-05T18:00:00Z,8010.66,8686.17,620.0,0.16,64.0,2.08
2018-12-05T19:00:00Z,7668.71,8273.26,620.0,0.15,64.0,2.05
2018-12-05T20:00:00Z,7244.9,7808.14,620.0,0.13,64.0,1.73
2018-12-05T21:00:00Z,7191.28,7528.65,620.0,0.14,64.0,0.44
2018-12-05T22:00:00Z,6964.56,7151.19,620.0,0.14,64.0,0.93
2018-12-05T23:00:00Z,7031.29,6881.65,620.0,0.13,64.0,0.57
2018-12-06T00:00:00Z,7182.02,7166.31,620.0,0.14,64.0,1.1
2018-12-06T01:00:00Z,6661.27,6941.8,620.0,0.14,64.0,3.13
2018-12-06T02:00:00Z,6857.51,6991.11,620.0,0.14,64.0,1.3
2018-12-06T03:00:00Z,6760.61,6850.24,620.0,0.13,64.0,0.22
2018-12-06T04:00:00Z,6868.66,7015.51,620.0,0.13,64.0,1.65
2018-12-06T05:00:00Z,6960.36,8066.46,620.0,0.14,64.0,2.02
2018-12-06T06:00:00Z,6853.29,8444.38,620.0,0.13,64.0,0.12
2018-12-06T07:00:00Z,7640.61,9261.87,620.0,1.5,64.0,0.16
2018-12-06T08:00:00Z,8036.04,9132.6,620.0,8.96,64.0,0.16
2018-12-06T09:00:00Z,8063.48,9134.5,620.0,21.25,64.0,0.19
2018-12-06T10:00:00Z,8148.07,8935.22,620.0,34.41,64.0,0.06
2018-12-06T11:00:00Z,8218.51,8971.72,620.0,41.35,64.0,0.11
2018-12-06T12:00:00Z,7812.73,8703.93,620.0,41.36,64.0,0.2
2018-12-06T13:00:00Z,7737.33,8528.02,620.0,37.3,64.0,0.23
2018-12-06T14:00:00Z,7637.99,8684.08,620.0,19.01,64.0,0.04
2018-12-06T15:00:00Z,7604.69,8514.5,620.0,2.17,64.0,0.48
2018-12-06T16:00:00Z,7842.82,8888.19,620.0,0.14,64.0,0.47
2018-12-06T17:00:00Z,7973.82,8865.69,620.0,0.13,64.0,0.04
2018-12-06T18:00:00Z,7883.29,8570.6,620.0,0.14,64.0,0.2
2018-12-06T19:00:00Z,7581.71,8655.82,620.0,0.14,64.0,0.22
2018-12-06T20:00:00Z,7179.44,8118.65,620.0,0.14,64.0,0.22
2018-12-06T21:00:00Z,6828.31,7851.83,620.0,0.14,64.0,0.65
2018-12-06T22:00:00Z,6804.55,6880.67,620.0,0.14,64.0,0.81
2018-12-06T23:00:00Z,6900.69,7087.71,620.0,0.16,64.0,0.67
2018-12-07T00:00:00Z,6766.52,7105.3,620.0,0.16,64.0,0.52
2018-12-07T01:00:00Z,6868.46,7244.14,620.0,0.15,64.0,1.0
2018-12-07T02:00:00Z,6855.24,6905.23,620.0,0.14,64.0,1.18
2018-12-07T03:00:00Z,6779.05,6902.59,620.0,0.13,64.0,1.23
2018-12-07T04:00:00Z,6729.31,7449.15,620.0,0.14,64.0,1.38
2018-12-07T05:00:00Z,6703.45,8072.43,620.0,0.14,64.0,1.56
2018-12-07T06:00:00Z,6829.33,8857.78,620.0,0.16,64.0,1.06
2018-12-07T07:00:00Z,7613.9,9222.97,620.0,2.95,64.0,1.27
2018-12-07T08:00:00Z,7923.51,8950.89,620.0,16.33,64.0,2.01
2018-12-07T09:00:00Z,7940.88,8847.76,620.0,34.66,64.0,2.04
2018-12-07T10:00:00Z,7931.86,9020.44,620.0,57.43,64.0,2.24
2018-12-07T11:00:00Z,7935.07,8719.8,620.0,62.13,64.0,1.25
2018-12-07T12:00:00Z,7583.85,8719.35,620.0,62.33,64.0,1.73
2018-12-07T13:00:00Z,7492.64,8958.18,620.0,47.77,64.0,1.68
2018-12-07T14:00:00Z,7355.97,8684.78,620.0,21.95,64.0,1.44
2018-12-07T15:00:00Z,7298.14,8274.08,620.0,1.77,64.0,2.01
2018-12-07T16:00:00Z,7400.08,8722.31,620.0,0.15,64.0,2.12
2018-12-07T17:00:00Z,7715.77,8912.61,620.0,0.15,64.0,3.04
2018-12-07T18:00:00Z,7627.59,8631.39,620.0,0.15,64.0,3.8
2018-12-07T19:00:00Z,7353.21,8002.73,620.0,0.15,64.0,2.81
2018-12-07T20:00:00Z,6909.9,8023.61,620.0,0.15,64.0,1.47
2018-12-07T21:00:00Z,6597.95,7627.54,620.0,0.15,64.0,4.35
2018-12-07T22:00:00Z,6525.01,7760.27,620.0,0.15,64.0,7.75
2018-12-07T23:00:00Z,6734.92,7196.58,620.0,0.15,64.0,7.62
2018-12-08T00:00:00Z,6659.91,7115.86,620.0,0.14,64.0,6.39
2018-12-08T01:00:00Z,6546.66,7471.27,620.0,0.12,64.0,3.46
2018-12-08T02:00:00Z,6494.54,7460.69,620.0,0.12,64.0,1.0
2018-12-08T03:00:00Z,6528.11,7000.78,620.0,0.12,64.0,2.22
2018-12-08T04:00:00Z,6572.88,6976.93,620.0,0.12,64.0,1.36
2018-12-08T05:00:00Z,6529.92,6847.48,620.0,0.14,64.0,0.97
2018-12-08T06:00:00Z,6564.64,6730.67,620.0,0.14,64.0,0.67
2018-12-08T07:00:00Z,6670.72,7111.77,620.0,3.49,64.0,0.81
2018-12-08T08:00:00Z,6928.71,7042.67,620.0,17.28,64.0,0.55
2018-12-08T09:00:00Z,7082.53,8064.78,620.0,32.75,64.0,0.52
2018-12-08T10:00:00Z,6969.35,7987.52,620.0,43.28,64.0,0.44
2018-12-08T11:00:00Z,7056.56,7473.41,620.0,44.18,64.0,0.73
2018-12-08T12:00:00Z,7054.02,7417.56,620.0,31.46,64.0,0.68
2018-12-08T13:00:00Z,7040.77,7408.84,620.0,17.1,64.0,0.66
2018-12-08T14:00:00Z,6880.65,7940.55,620.0,7.21,64.0,0.82
2018-12-08T15:00:00Z,6815.0,7470.82,620.0,0.56,64.0,0.7
2018-12-08T16:00:00Z,6737.95,8333.59,620.0,0.12,64.0,0.6
2018-12-08T17:00:00Z,7020.49,8692.64,620.0,0.12,64.0,0.61
2018-12-08T18:00:00Z,6959.32,7797.01,620.0,0.12,64.0,0.62
2018-12-08T19:00:00Z,6785.58,7808.0,620.0,0.12,64.0,0.73
2018-12-08T20:00:00Z,6608.12,7359.23,620.0,0.15,64.0,0.95
2018-12-08T21:00:00Z,6453.26,7424.06,620.0,0.14,64.0,1.25
2018-12-08T22:00:00Z,6248.94,7240.02,620.0,0.14,64.0,1.34
2018-12-08T23:00:00Z,6236.36,7123.35,620.0,0.11,64.0,1.63
2018-12-09T00:00:00Z,6609.49,7254.67,620.0,0.12,64.0,1.36
2018-12-09T01:00:00Z,6370.0,7045.28,620.0,0.12,64.0,0.32
2018-12-09T02:00:00Z,6529.07,7018.14,620.0,0.12,64.0,0.67
2018-12-09T03:00:00Z,6620.42,6987.22,620.0,0.12,64.0,2.13
2018-12-09T04:00:00Z,6586.73,6822.73,620.0,0.08,64.0,1.72
2018-12-09T05:00:00Z,6516.91,6568.6,620.0,0.13,64.0,2.26
2018-12-09T06:00:00Z,6561.45,6630.76,620.0,0.1,64.0,1.46
2018-12-09T07:00:00Z,6634.99,7083.11,620.0,1.14,64.0,2.66
2018-12-09T08:00:00Z,6638.08,6842.9,620.0,8.89,64.0,2.28
2018-12-09T09:00:00Z,6714.34,7111.05,620.0,18.23,64.0,2.56
2018-12-09T10:00:00Z,6880.37,7550.17,620.0,27.64,64.0,0.89
2018-12-09T11:00:00Z,6872.88,7679.4,620.0,28.8,64.0,1.13
2018-12-09T12:00:00Z,7252.47,7269.3,620.0,21.95,64.0,1.11
2018-12-09T13:00:00Z,7378.37,6997.46,620.0,16.82,64.0,0.85
2018-12-09T14:00:00Z,7020.01,7106.99,620.0,7.15,64.0,0.81
2018-12-09T15:00:00Z,6881.39,7293.8,620.0,0.5,64.0,0.83
2018-12-09T16:00:00Z,7002.56,7461.25,620.0,0.12,64.0,0.82
2018-12-09T17:00:00Z,7003.14,7358.36,620.0,0.12,64.0,0.7
2018-12-09T18:00:00Z,7033.87,7829.6,620.0,0.12,64.0,0.71
2018-12-09T19:00:00Z,6852.08,7209.06,620.0,0.12,64.0,0.69
2018-12-09T20:00:00Z,6689.22,7286.9,620.0,0.11,64.0,0.56
2018-12-09T21:00:00Z,6566.05,7372.76,620.0,0.07,64.0,1.32
2018-12-09T22:00:00Z,6474.57,6829.96,620.0,0.1,64.0,2.25
2018-12-09T23:00:00Z,6470.2,6883.37,620.0,0.1,64.0,0.0
2018-12-10T00:00:00Z,6941.74,7172.82,620.0,0.1,64.0,0.0
2018-12-10T01:00:00Z,6982.61,7481.88,620.0,0.1,64.0,0.0
2018-12-10T02:00:00Z,6994.94,7613.98,620.0,0.11,64.0,0.0
2018-12-10T03:00:00Z,7007.13,7471.05,620.0,0.1,64.0,0.0
2018-12-10T04:00:00Z,6763.87,7335.57,620.0,0.1,64.0,0.0
2018-12-10T05:00:00Z,6434.99,7877.11,620.0,0.1,64.0,0.0
2018-12-10T06:00:00Z,6918.39,8838.81,620.0,0.11,64.0,0.0
2018-12-10T07:00:00Z,7764.42,9150.09,620.0,0.8,64.0,0.0
2018-12-10T08:00:00Z,8185.24,9311.44,620.0,4.48,64.0,0.0
2018-12-10T09:00:00Z,8398.16,9440.93,620.0,9.78,64.0,2.54
2018-12-10T10:00:00Z,8524.59,9437.92,620.0,16.03,64.0,3.96
2018-12-10T11:00:00Z,8476.23,9255.14,620.0,18.2,64.0,4.02
2018-12-10T12:00:00Z,8101.01,9080.63,620.0,16.62,64.0,4.47
2018-12-10T13:00:00Z,8222.53,9038.44,620.0,13.29,64.0,3.89
2018-12-10T14:00:00Z,8088.51,9060.04,620.0,4.53,64.0,3.58
2018-12-10T15:00:00Z,8045.41,9033.63,620.0,0.43,64.0,3.65
2018-12-10T16:00:00Z,8276.28,9337.66,620.0,0.0,64.0,3.91
2018-12-10T17:00:00Z,8358.86,9374.04,620.0,0.0,64.0,3.95
2018-12-10T18:00:00Z,8300.52,9036.51,620.0,0.0,64.0,3.72
2018-12-10T19:00:00Z,7959.86,8936.55,620.0,0.0,64.0,4.35
2018-12-10T20:00:00Z,7487.97,8224.64,620.0,0.0,64.0,3.51
2018-12-10T21:00:00Z,7034.1,7914.04,620.0,0.0,64.0,3.3
2018-12-10T22:00:00Z,6970.52,7444.25,620.0,0.0,64.0,3.39
2018-12-10T23:00:00Z,6872.25,7036.91,620.0,0.01,64.0,7.14
2018-12-11T00:00:00Z,6612.16,7368.82,620.0,0.03,64.0,7.41
2018-12-11T01:00:00Z,6442.57,7758.89,620.0,0.02,64.0,5.68
2018-12-11T02:00:00Z,6817.42,7611.59,620.0,0.02,64.0,5.4
2018-12-11T03:00:00Z,7068.15,7514.99,620.0,0.03,64.0,5.51
2018-12-11T04:00:00Z,7142.61,7477.9,620.0,0.02,64.0,5.34
2018-12-11T05:00:00Z,6825.72,7748.43,620.0,0.02,64.0,4.35
2018-12-11T06:00:00Z,7268.32,8821.47,620.0,0.03,64.0,3.71
2018-12-11T07:00:00Z,8093.85,9426.62,620.0,3.02,64.0,3.23
2018-12-11T08:00:00Z,8450.36,9663.86,620.0,20.55,64.0,1.47
2018-12-11T09:00:00Z,8537.51,9749.44,620.0,49.5,64.0,0.8
2018-12-11T10:00:00Z,8393.76,9532.05,620.0,71.63,64.0,0.66
2018-12-11T11:00:00Z,8306.66,9528.64,620.0,72.77,64.0,0.58
2018-12-11T12:00:00Z,8010.84,9380.85,620.0,58.46,64.0,2.52
2018-12-11T13:00:00Z,8021.0,9696.0,620.0,40.5,64.0,2.35
2018-12-11T14:00:00Z,7943.41,9423.16,620.0,17.08,64.0,2.25
2018-12-11T15:00:00Z,7989.8,9662.13,620.0,1.83,64.0,1.73
2018-12-11T16:00:00Z,8224.96,9472.39,620.0,0.03,64.0,1.96
2018-12-11T17:00:00Z,8475.9,9655.11,620.0,0.03,64.0,0.87
2018-12-11T18:00:00Z,8460.02,9606.49,620.0,0.11,64.0,0.75
2018-12-11T19:00:00Z,8174.74,9117.2,620.0,0.03,64.0,0.31
2018-12-11T20:00:00Z,7763.49,8596.24,620.0,0.03,64.0,0.26
2018-12-11T21:00:00Z,7350.41,8380.47,620.0,0.02,64.0,0.28
2018-12-11T22:00:00Z,7182.98,8478.09,620.0,0.03,64.0,0.8
2018-12-11T23:00:00Z,6896.8,7825.01,620.0,0.0,64.0,0.0
2018-12-12T00:00:00Z,7022.57,7810.99,620.0,0.0,64.0,0.0
2018-12-12T01:00:00Z,7125.27,7610.43,620.0,0.0,64.0,0.0
2018-12-12T02:00:00Z,7145.29,7590.11,620.0,0.0,64.0,0.0
2018-12-12T03:00:00Z,7239.89,7553.13,620.0,0.0,64.0,0.0
2018-12-12T04:00:00Z,7196.41,7666.33,620.0,0.0,64.0,0.0
2018-12-12T05:00:00Z,7249.69,8259.45,620.0,0.0,64.0,0.0
2018-12-12T06:00:00Z,7655.91,8913.38,620.0,0.0,64.0,0.0
2018-12-12T07:00:00Z,8439.01,9688.5,620.0,0.45,64.0,0.0
2018-12-12T08:00:00Z,8700.31,9767.85,620.0,2.94,64.0,0.0
2018-12-12T09:00:00Z,8701.45,9719.68,620.0,7.25,64.0,0.0
2018-12-12T10:00:00Z,8674.42,9524.64,620.0,10.31,64.0,0.0
2018-12-12T11:00:00Z,8577.06,9458.58,620.0,11.03,64.0,0.0
2018-12-12T12:00:00Z,8315.82,9494.25,620.0,9.63,64.0,0.0
2018-12-12T13:00:00Z,8281.37,9193.99,620.0,6.47,64.0,0.0
2018-12-12T14:00:00Z,8146.0,9262.22,620.0,2.56,64.0,0.0
2018-12-12T15:00:00Z,8112.11,9426.02,620.0,0.24,64.0,0.0
2018-12-12T16:00:00Z,8378.79,10124.22,620.0,0.0,64.0,0.01
2018-12-12T17:00:00Z,8685.64,10075.79,620.0,0.0,64.0,0.0
2018-12-12T18:00:00Z,8639.98,9644.24,620.0,0.0,64.0,0.0
2018-12-12T19:00:00Z,8362.31,9069.71,620.0,0.0,64.0,0.0
2018-12-12T20:00:00Z,7925.57,8352.7,620.0,0.0,64.0,0.0
2018-12-12T21:00:00Z,7526.84,8328.88,620.0,0.0,64.0,0.0
2018-12-12T22:00:00Z,7370.75,8226.21,620.0,0.0,64.0,0.0
2018-12-12T23:00:00Z,7194.38,7543.97,620.0,0.0,64.0,0.0
2018-12-13T00:00:00Z,7083.56,8415.72,620.0,0.0,64.0,0.0
2018-12-13T01:00:00Z,7408.75,7664.58,620.0,0.0,64.0,0.01
2018-12-13T02:00:00Z,7428.64,7673.56,620.0,0.0,64.0,0.0
2018-12-13T03:00:00Z,7397.92,7624.95,620.0,0.0,64.0,0.0
2018-12-13T04:00:00Z,7334.83,7742.71,620.0,0.0,64.0,0.0
2018-12-13T05:00:00Z,7027.12,7635.79,620.0,0.0,64.0,0.0
2018-12-13T06:00:00Z,7667.35,9279.3,620.0,0.0,64.0,0.01
2018-12-13T07:00:00Z,8480.8,9783.97,620.0,0.71,64.0,0.01
2018-12-13T08:00:00Z,8808.29,9802.21,620.0,4.24,64.0,0.0
2018-12-13T09:00:00Z,8750.44,9751.19,620.0,9.23,64.0,0.0
2018-12-13T10:00:00Z,8717.46,9498.88,620.0,12.56,64.0,0.0
2018-12-13T11:00:00Z,8625.73,9637.11,620.0,12.24,64.0,0.0
2018-12-13T12:00:00Z,8360.14,9243.95,620.0,10.11,64.0,0.0
2018-12-13T13:00:00Z,8381.89,9533.3,620.0,6.12,64.0,0.0
2018-12-13T14:00:00Z,8296.84,9357.66,620.0,1.7,64.0,0.0
2018-12-13T15:00:00Z,8314.71,9694.97,620.0,0.11,64.0,0.0
2018-12-13T16:00:00Z,8554.64,9551.17,620.0,0.0,64.0,0.0
2018-12-13T17:00:00Z,8731.99,9659.27,620.0,0.0,64.0,0.0
2018-12-13T18:00:00Z,8642.98,9687.97,620.0,0.0,64.0,0.0
2018-12-13T19:00:00Z,8322.66,9058.85,620.0,0.0,64.0,0.0
2018-12-13T20:00:00Z,7923.39,8846.66,620.0,0.0,64.0,0.0
2018-12-13T21:00:00Z,7511.18,8282.39,620.0,0.0,64.0,0.0
2018-12-13T22:00:00Z,7335.12,8003.82,620.0,0.0,64.0,0.0
2018-12-13T23:00:00Z,7040.94,7746.75,620.0,0.17,64.0,6.4
2018-12-14T00:00:00Z,6643.51,7883.09,620.0,0.17,64.0,3.1
2018-12-14T01:00:00Z,6551.76,7772.83,620.0,0.17,64.0,2.15
2018-12-14T02:00:00Z,6475.71,7682.74,620.0,0.16,64.0,1.9
2018-12-14T03:00:00Z,7006.47,7882.23,620.0,0.16,64.0,1.76
2018-12-14T04:00:00Z,6983.93,7916.27,620.0,0.17,64.0,1.08
2018-12-14T05:00:00Z,6777.88,8238.33,620.0,0.16,64.0,0.93
2018-12-14T06:00:00Z,7360.01,8369.81,620.0,0.16,64.0,0.8
2018-12-14T07:00:00Z,8169.53,9855.05,620.0,2.77,64.0,2.4
2018-12-14T08:00:00Z,8535.16,9853.75,620.0,16.99,64.0,2.22
2018-12-14T09:00:00Z,8518.35,10240.47,620.0,34.34,64.0,0.83
2018-12-14T10:00:00Z,8563.34,9584.19,620.0,48.6,64.0,0.22
2018-12-14T11:00:00Z,8440.79,9527.48,620.0,58.33,64.0,0.05
2018-12-14T12:00:00Z,8196.43,8988.35,620.0,54.11,64.0,0.0
2018-12-14T13:00:00Z,8134.15,9464.62,620.0,33.93,64.0,0.18
2018-12-14T14:00:00Z,8037.36,9036.65,620.0,12.39,64.0,1.51
2018-12-14T15:00:00Z,7951.53,9525.08,620.0,1.05,64.0,2.5
2018-12-14T16:00:00Z,8078.03,9694.38,620.0,0.15,64.0,2.65
2018-12-14T17:00:00Z,8318.81,9926.95,620.0,0.15,64.0,2.69
2018-12-14T18:00:00Z,8217.02,9161.0,620.0,0.16,64.0,2.39
2018-12-14T19:00:00Z,7910.19,8936.53,620.0,0.14,64.0,0.5
2018-12-14T20:00:00Z,7524.09,7679.73,620.0,0.15,64.0,0.59
2018-12-14T21:00:00Z,7172.23,8356.29,620.0,0.15,64.0,1.27
2018-12-14T22:00:00Z,7126.2,7837.24,620.0,0.14,64.0,0.69
2018-12-14T23:00:00Z,6985.5,7940.25,620.0,0.15,64.0,0.28
2018-12-15T00:00:00Z,6792.44,8035.83,620.0,0.14,64.0,0.22
2018-12-15T01:00:00Z,6760.9,8324.0,620.0,0.15,64.0,0.13
2018-12-15T02:00:00Z,6675.32,8039.97,620.0,0.15,64.0,0.14
2018-12-15T03:00:00Z,7499.43,7522.68,620.0,0.14,64.0,0.3
2018-12-15T04:00:00Z,7351.67,8158.86,620.0,0.15,64.0,0.55
2018-12-15T05:00:00Z,7230.72,7977.2,620.0,0.14,64.0,1.2
2018-12-15T06:00:00Z,7322.16,7717.39,620.0,0.15,64.0,1.9
2018-12-15T07:00:00Z,7144.4,7869.81,620.0,1.85,64.0,1.42
2018-12-15T08:00:00Z,6970.7,8429.42,620.0,14.15,64.0,2.86
2018-12-15T09:00:00Z,7254.3,8324.2,620.0,33.89,64.0,4.93
2018-12-15T10:00:00Z,7323.32,8091.78,620.0,50.52,64.0,9.26
2018-12-15T11:00:00Z,7273.43,8051.08,620.0,59.25,64.0,4.46
2018-12-15T12:00:00Z,7332.02,8238.28,620.0,57.36,64.0,5.85
2018-12-15T13:00:00Z,7286.91,7983.63,620.0,40.18,64.0,2.39
2018-12-15T14:00:00Z,7148.31,8021.14,620.0,15.62,64.0,1.77
2018-12-15T15:00:00Z,7325.89,8258.28,620.0,1.61,64.0,4.96
2018-12-15T16:00:00Z,7403.71,8518.35,620.0,0.15,64.0,9.5
2018-12-15T17:00:00Z,7792.35,8599.52,620.0,0.16,64.0,17.19
2018-12-15T18:00:00Z,7774.29,8508.53,620.0,0.14,64.0,22.01
2018-12-15T19:00:00Z,7585.36,8167.15,620.0,0.14,64.0,24.67
2018-12-15T20:00:00Z,7209.32,8092.43,620.0,0.15,64.0,20.86
2018-12-15T21:00:00Z,7080.56,7826.69,620.0,0.14,64.0,21.67
2018-12-15T22:00:00Z,6873.64,8128.55,620.0,0.14,64.0,28.97
2018-12-15T23:00:00Z,6896.52,7570.96,620.0,0.0,64.0,1.73
2018-12-16T00:00:00Z,6419.48,8355.37,620.0,0.0,64.0,2.14
2018-12-16T01:00:00Z,6414.84,7743.19,620.0,0.0,64.0,1.74
2018-12-16T02:00:00Z,7194.99,7549.01,620.0,0.0,64.0,1.85
2018-12-16T03:00:00Z,6980.57,7437.94,620.0,0.0,64.0,1.52
2018-12-16T04:00:00Z,6773.37,7424.16,620.0,0.0,64.0,0.98
2018-12-16T05:00:00Z,6657.77,7278.3,620.0,0.0,64.0,0.65
2018-12-16T06:00:00Z,6470.71,7148.73,620.0,0.0,64.0,0.41
2018-12-16T07:00:00Z,6377.19,7013.47,620.0,0.09,64.0,0.3
2018-12-16T08:00:00Z,6538.72,7585.51,620.0,0.54,64.0,0.11
2018-12-16T09:00:00Z,6396.28,7544.19,620.0,1.52,64.0,0.04
2018-12-16T10:00:00Z,6525.51,7206.79,620.0,2.85,64.0,0.31
2018-12-16T11:00:00Z,6629.12,7630.46,620.0,3.02,64.0,0.08
2018-12-16T12:00:00Z,6798.96,7716.56,620.0,2.77,64.0,0.0
2018-12-16T13:00:00Z,6629.35,7445.8,620.0,2.11,64.0,0.01
2018-12-16T14:00:00Z,6465.1,7574.46,620.0,0.84,64.0,0.05
2018-12-16T15:00:00Z,6468.04,7988.98,620.0,0.08,64.0,0.04
2018-12-16T16:00:00Z,6755.82,7502.38,620.0,0.0,64.0,0.1
2018-12-16T17:00:00Z,7206.58,7980.44,620.0,0.0,64.0,0.1
2018-12-16T18:00:00Z,7275.75,8135.66,620.0,0.0,64.0,0.06
2018-12-16T19:00:00Z,7098.6,7861.06,620.0,0.0,64.0,0.0
2018-12-16T20:00:00Z,6780.39,7911.95,620.0,0.0,64.0,0.0
2018-12-16T21:00:00Z,6514.16,7472.73,620.0,0.0,64.0,0.02
2018-12-16T22:00:00Z,6471.16,7857.06,620.0,0.0,64.0,0.03
2018-12-16T23:00:00Z,6837.72,7156.0,620.0,0.0,64.0,0.0
2018-12-17T00:00:00Z,6895.85,7475.94,620.0,0.0,64.0,0.0
2018-12-17T01:00:00Z,6831.02,7682.45,620.0,0.0,64.0,0.0
2018-12-17T02:00:00Z,6934.42,7040.55,620.0,0.0,64.0,0.0
2018-12-17T03:00:00Z,6981.9,7458.1,620.0,0.0,64.0,0.0
2018-12-17T04:00:00Z,6986.5,7498.57,620.0,0.0,64.0,0.0
2018-12-17T05:00:00Z,7358.75,7780.09,620.0,0.0,64.0,0.0
2018-12-17T06:00:00Z,7213.79,9024.62,620.0,0.0,64.0,0.0
2018-12-17T07:00:00Z,7861.33,9468.64,620.0,0.19,64.0,0.0
2018-12-17T08:00:00Z,8281.84,9556.16,620.0,1.29,64.0,0.0
2018-12-17T09:00:00Z,8314.2,9831.94,620.0,3.23,64.0,0.0
2018-12-17T10:00:00Z,8425.81,9218.07,620.0,5.0,64.0,0.02
2018-12-17T11:00:00Z,8430.22,9318.28,620.0,6.05,64.0,0.97
2018-12-17T12:00:00Z,8161.43,9361.33,620.0,6.48,64.0,0.73
2018-12-17T13:00:00Z,8163.17,9375.51,620.0,5.4,64.0,1.18
2018-12-17T14:00:00Z,8008.71,9283.16,620.0,2.02,64.0,1.42
2018-12-17T15:00:00Z,7968.13,9436.31,620.0,0.19,64.0,2.1
2018-12-17T16:00:00Z,8126.91,9641.41,620.0,0.0,64.0,1.55
2018-12-17T17:00:00Z,8291.16,9623.08,620.0,0.0,64.0,0.86
2018-12-17T18:00:00Z,8230.0,8977.11,620.0,0.0,64.0,0.15
2018-12-17T19:00:00Z,7923.05,8366.31,620.0,0.0,64.0,0.01
2018-12-17T20:00:00Z,7473.65,7984.38,620.0,0.0,64.0,0.0
2018-12-17T21:00:00Z,7084.9,8579.18,620.0,0.0,64.0,0.0
2018-12-17T22:00:00Z,6996.0,7897.35,620.0,0.0,64.0,0.0
2018-12-17T23:00:00Z,6937.13,7418.17,620.0,0.0,64.0,0.73
2018-12-18T00:00:00Z,7313.74,7620.74,620.0,0.0,64.0,0.67
2018-12-18T01:00:00Z,7312.25,7569.54,620.0,0.0,64.0,0.98
2018-12-18T02:00:00Z,7443.82,7562.14,620.0,0.0,64.0,1.09
2018-12-18T03:00:00Z,7433.76,7523.21,620.0,0.0,64.0,1.0
2018-12-18T04:00:00Z,7165.53,7599.54,620.0,0.0,64.0,0.97
2018-12-18T05:00:00Z,7146.58,8340.09,620.0,0.0,64.0,0.79
2018-12-18T06:00:00Z,7462.19,9444.5,620.0,0.0,64.0,0.79
